name,overall,potential,value_million_euro,position,nationality,age,height,team,formation,league,wage_million_euro,preferred_foot,weak_foot_rating,skill_moves,attacking_work_rate,defensive_work_rate,pace_total,shooting_total,passing_total,dribbling_total,defending_total,physicality_total,finishing,heading_accuracy,dribbling,ball_control,balance,shot_power,strength,long_shots,aggression,positioning,vision,penalties,mentality,goalkeeper_diving,goalkeeper_handling,goalkeeper_kicking,goalkeeper_positioning,goalkeeper_reflexes,passing,speed
Terry Ablade,58,71,0.5,Forward,Finland,20,181,Fulham,4-2-3-1,eng Premier League,0.364,1,3,2,1,1,76,57,46,57,28,60,60,58,56,53,68,57,61,51,59,57,52,56,58,0,0,0,0,0,46.5,75.5
Tayo Adaramola,58,74,0.5,Full Back,Republic of Ireland,18,177,Crystal Palace,4-3-3,eng Premier League,0.104,0,3,2,2,1,74,49,50,57,53,53,48,48,55,54,72,55,46,47,63,53,46,49,40,0,0,0,0,0,51.0,74.5
Alex Robertson,58,78,0.575,Midfielder,England,19,180,Manchester City,4-3-3,eng Premier League,0.416,1,3,2,1,1,67,47,57,61,50,50,36,55,61,62,76,64,42,47,63,63,49,55,51,0,0,0,0,0,66.5,67.5
Naël Jaby,58,64,0.3,Midfielder,France,21,175,Clermont Foot,4-2-3-1,fr Ligue 1,0.104,0,3,2,1,1,66,46,56,58,55,44,45,42,54,57,73,50,35,42,60,59,62,48,60,0,0,0,0,0,60.5,66.0
Joshua Wilson-Esbrand,58,76,0.5,Full Back,England,19,176,Manchester City,4-3-3,eng Premier League,0.364,0,3,2,2,1,75,32,45,59,54,54,28,50,63,50,82,34,51,32,58,53,43,45,44,0,0,0,0,0,42.0,75.0
George Wickens,58,75,0.475,Goalkeeper,England,20,194,Fulham,4-2-3-1,eng Premier League,0.208,1,2,0,1,1,0,57,62,0,0,55,0,0,0,0,25,47,50,0,0,0,55,0,31,58,57,62,55,61,0.0,0.0
Philipp Schulz,58,79,0.6,Midfielder,Germany,17,185,Mainz 05,3-5-2,de Bundesliga,0.026,1,3,2,1,1,54,41,52,52,59,63,35,61,51,52,58,51,68,41,57,40,50,51,46,0,0,0,0,0,56.5,54.5
Alexandre Pierre,58,72,0.45,Goalkeeper,Haiti,21,190,Strasbourg,3-5-2,fr Ligue 1,0.104,1,3,0,1,1,0,56,62,0,0,58,0,0,0,0,34,47,57,0,0,0,21,0,39,59,56,62,58,59,0.0,0.0
Joshua Schwirten,58,71,0.5,Midfielder,Germany,20,182,FC Koln,4-2-3-1,de Bundesliga,0.156,1,4,2,1,1,60,57,59,60,42,51,58,35,60,61,57,60,54,55,39,55,60,52,60,0,0,0,0,0,60.5,60.0
Matteo Bignetti,58,76,0.45,Goalkeeper,Austria,18,190,Eintracht Frankfurt,3-4-2-1,de Bundesliga,0.026,1,3,0,1,1,0,59,55,0,0,56,0,0,0,0,30,41,61,0,0,0,30,0,32,60,59,55,56,62,0.0,0.0
Miloš Bočić,58,68,0.45,Forward,Serbia,22,180,Frosinone,3-5-2,it Serie A,0.0338,1,2,3,1,1,66,57,41,63,22,50,60,50,63,62,73,56,44,56,43,58,23,42,52,0,0,0,0,0,46.0,65.5
Louis Lord,58,77,0.45,Goalkeeper,Germany,18,197,Werder Bremen,3-5-2,de Bundesliga,0.026,1,3,0,1,1,0,56,56,0,0,58,0,0,0,0,26,42,71,0,0,0,28,0,29,62,56,56,58,60,0.0,0.0
Rob Nizet,58,74,0.525,Full Back,Belgium,20,177,Lecce,4-3-3,it Serie A,0.104,0,2,2,2,1,83,48,49,49,50,54,39,39,44,47,66,62,44,57,61,57,44,39,42,0,0,0,0,0,47.0,83.0
Seong Hoon Cheon,58,69,0.45,Forward,Korea Republic,21,190,Augsburg,4-4-2,de Bundesliga,0.156,1,3,2,1,1,55,55,43,58,31,57,61,66,58,63,48,51,64,47,42,58,48,56,45,0,0,0,0,0,41.0,55.0
Ryan Trevitt,58,73,0.475,Midfielder,England,19,170,Brentford,4-3-3,eng Premier League,0.208,1,3,2,2,1,61,54,55,60,39,53,58,32,61,62,62,61,54,43,53,58,59,45,58,0,0,0,0,0,55.5,61.0
Tristan Crama,58,71,0.45,Defender,France,20,192,Brentford,4-3-3,eng Premier League,0.26,1,3,2,1,1,65,31,40,44,60,57,29,58,43,40,51,36,64,27,48,26,41,47,50,0,0,0,0,0,46.0,65.5
Alejandro Rodríguez Lorite,58,70,0.475,Full Back,Spain,20,178,Getafe,5-3-2,es La Liga,0.156,1,3,2,1,1,60,26,42,49,56,57,22,52,52,41,72,26,58,29,54,44,36,36,39,0,0,0,0,0,34.5,59.5
Samuele Angori,58,73,0.45,Full Back,Italy,18,184,Empoli,3-5-2,it Serie A,0.026,0,3,2,1,1,66,39,47,55,55,58,36,45,62,43,60,40,56,41,53,56,45,36,40,0,0,0,0,0,45.0,66.0
Raúl Blanco Juncal,58,72,0.5,Midfielder,Spain,20,174,Celta Vigo,3-4-3,es La Liga,0.156,0,3,3,1,1,65,50,56,59,49,43,50,37,57,60,78,50,41,49,37,55,59,51,51,0,0,0,0,0,61.0,64.5
Yassine Kechta,57,69,0.375,Midfielder,Morocco,20,175,Le Havre,3-5-2,fr Ligue 1,0.0468,0,3,2,1,1,60,47,56,59,53,48,44,47,56,60,74,55,46,48,60,49,58,45,58,0,0,0,0,0,59.0,60.0
Teddy Bartouche-Selbonne,57,63,0.2,Goalkeeper,France,25,178,Lorient,4-3-3,fr Ligue 1,0.104,1,2,0,1,1,0,56,55,0,0,54,0,0,0,0,46,41,51,0,0,0,33,0,23,61,56,55,54,62,0.0,0.0
Marc Llinares Barragán,57,65,0.35,Full Back,Spain,22,180,Osasuna,4-4-2,es La Liga,0.052,0,3,2,1,1,73,27,43,52,52,59,24,41,53,41,66,23,58,28,53,53,41,38,49,0,0,0,0,0,40.0,73.5
James Furlong,57,74,0.425,Full Back,Republic of Ireland,20,178,Brighton,3-4-3,eng Premier League,0.312,0,3,2,1,1,67,29,46,54,55,52,25,42,54,50,63,36,50,32,55,36,26,29,52,0,0,0,0,0,51.5,67.5
Nahuel Noll,57,72,0.35,Goalkeeper,Germany,19,188,Hoffenheim,3-5-2,de Bundesliga,0.104,1,4,0,1,1,0,58,59,0,0,55,0,0,0,0,37,44,49,0,0,0,39,0,32,57,58,59,55,57,0.0,0.0
Jack Wells-Morrison,57,77,0.45,Midfielder,England,18,180,Crystal Palace,4-3-3,eng Premier League,0.156,0,3,3,1,1,56,48,56,58,51,59,38,57,58,59,66,64,60,48,64,61,50,53,45,0,0,0,0,0,63.5,56.5
Giuseppe Marcianò,57,65,0.325,Goalkeeper,Italy,22,190,Frosinone,3-5-2,it Serie A,0.026,1,2,0,1,1,0,56,59,0,0,51,0,0,0,0,29,44,59,0,0,0,30,0,22,56,56,59,51,63,0.0,0.0
Johannes Schenk,57,73,0.375,Goalkeeper,Germany,19,191,Bayern Munich,4-2-3-1,de Bundesliga,0.104,1,3,0,1,1,0,54,64,0,0,59,0,0,0,0,35,48,57,0,0,0,33,0,23,56,54,64,59,63,0.0,0.0
Mattia Motolese,57,72,0.35,Defender,Italy,18,185,Bologna,4-2-3-1,it Serie A,0.052,0,2,2,1,2,54,31,35,37,59,62,24,61,28,41,50,46,68,26,49,30,32,49,50,0,0,0,0,0,36.5,54.0
Owen Bevan,57,72,0.35,Defender,Wales,18,186,Bournemouth,4-2-3-1,eng Premier League,0.104,1,3,2,1,1,59,33,40,46,59,56,28,52,39,53,57,49,60,28,50,24,32,41,57,0,0,0,0,0,44.5,60.0
Mathis Bruns,57,76,0.4,Defender,Germany,18,192,Union Berlin,3-5-2,de Bundesliga,0.052,1,2,2,1,2,41,26,34,43,58,57,22,58,39,44,53,43,62,21,55,24,31,25,39,0,0,0,0,0,38.5,40.0
Jaime Durán Jiménez,57,67,0.325,Goalkeeper,Spain,21,196,Mallorca,4-4-2,es La Liga,0.104,1,3,0,1,1,0,61,58,0,0,54,0,0,0,0,26,44,59,0,0,0,42,0,41,59,61,58,54,58,0.0,0.0
Jan Schröder,57,73,0.4,Full Back,Germany,19,180,Eintracht Frankfurt,3-4-2-1,de Bundesliga,0.104,0,3,2,1,1,58,33,48,54,53,55,34,47,53,52,61,31,54,30,50,46,41,36,39,0,0,0,0,0,47.5,58.5
Joshua Feeney,57,80,0.5,Defender,England,17,194,Aston Villa,4-3-3,eng Premier League,0.026,1,3,2,1,1,50,31,42,41,58,50,27,54,32,50,52,47,57,25,51,25,37,43,61,0,0,0,0,0,44.0,49.5
Oliver Kamdem,57,68,0.325,Full Back,France,19,176,Clermont Foot,4-2-3-1,fr Ligue 1,0.052,1,3,2,1,1,73,34,45,59,54,36,34,21,63,51,76,29,27,34,47,42,32,37,37,0,0,0,0,0,44.0,73.0
Jamal Baptiste,57,78,0.5,Defender,England,18,183,West Ham,4-2-3-1,eng Premier League,0.104,1,3,2,1,1,64,31,43,43,56,61,28,54,39,45,48,40,67,30,55,26,39,35,50,0,0,0,0,0,49.5,64.0
Mattia Ciucci,57,68,0.325,Defender,Italy,19,188,Lecce,4-3-3,it Serie A,0.052,1,2,2,1,1,58,32,38,37,55,66,25,55,33,35,46,47,73,25,61,32,32,47,46,0,0,0,0,0,37.5,58.0
Maximilian Neutgens,57,70,0.325,Goalkeeper,Germany,18,188,Bayer Leverkusen,4-2-3-1,de Bundesliga,0.0312,1,3,0,1,1,0,54,55,0,0,55,0,0,0,0,32,41,50,0,0,0,30,0,39,59,54,55,55,63,0.0,0.0
Timothé Nkada,57,66,0.375,Forward,France,22,177,Reims,4-2-3-1,fr Ligue 1,0.208,1,3,3,2,1,68,56,48,59,22,50,58,62,60,58,70,55,52,53,32,52,49,69,47,0,0,0,0,0,46.0,68.5
Théo Le Bris,57,70,0.4,Midfielder,France,19,165,Lorient,4-3-3,fr Ligue 1,0.104,1,3,2,1,1,55,42,55,58,58,47,36,61,56,58,94,58,36,37,65,39,50,48,49,0,0,0,0,0,66.5,56.0
Freddie Potts,56,73,0.35,Midfielder,England,18,180,West Ham,4-2-3-1,eng Premier League,0.104,1,3,2,1,1,57,40,52,52,53,66,35,50,50,54,57,48,66,40,67,37,51,54,53,0,0,0,0,0,55.5,57.0
Divin Mubama,56,74,0.35,Forward,England,17,183,West Ham,4-2-3-1,eng Premier League,0.104,0,3,2,1,1,81,54,44,57,24,53,56,52,56,55,67,55,53,50,49,53,47,55,53,0,0,0,0,0,43.0,80.5
Luca Moro,56,67,0.325,Forward,Italy,21,189,Frosinone,3-5-2,it Serie A,0.208,1,3,2,2,1,68,53,42,53,18,56,53,54,53,53,64,56,63,49,34,58,39,58,45,0,0,0,0,0,41.0,67.5
Sil Swinkels,56,75,0.35,Defender,Netherlands,18,190,Aston Villa,4-3-3,eng Premier League,0.156,1,3,2,0,1,50,31,37,37,56,60,24,59,32,36,49,50,63,23,54,29,38,48,47,0,0,0,0,0,39.5,50.0
Victor Akinwale,56,76,0.4,Forward,England,17,181,Crystal Palace,4-3-3,eng Premier League,0.104,1,2,3,1,1,66,60,45,60,21,41,61,55,58,60,81,61,34,57,35,50,53,77,55,0,0,0,0,0,41.0,66.0
Mohamed Koné,56,68,0.3,Goalkeeper,Côte d'Ivoire,20,186,Le Havre,3-5-2,fr Ligue 1,0.0338,1,3,0,1,1,0,53,54,0,0,54,0,0,0,0,21,41,60,0,0,0,22,0,30,56,53,54,54,58,0.0,0.0
Matthias Köbbing,56,60,0.16,Goalkeeper,Germany,25,196,FC Koln,4-2-3-1,de Bundesliga,0.156,1,3,0,1,1,0,57,52,0,0,51,0,0,0,0,22,39,60,0,0,0,44,0,37,61,57,52,51,56,0.0,0.0
Lino Sousa,56,80,0.425,Full Back,England,17,185,Arsenal,4-2-3-1,eng Premier League,0.026,0,2,2,1,1,65,34,45,54,54,53,30,51,57,48,68,35,54,35,57,46,45,45,41,0,0,0,0,0,41.0,65.0
Cameron Peupion,56,73,0.375,Midfielder,Australia,19,175,Brighton,3-4-3,eng Premier League,0.26,1,3,2,1,1,57,44,60,58,41,52,43,55,57,58,71,52,55,33,51,47,64,48,64,0,0,0,0,0,60.0,56.0
Souleymane Cissé,56,68,0.325,Defender,France,19,190,Clermont Foot,4-2-3-1,fr Ligue 1,0.052,1,2,2,1,1,49,35,36,36,57,60,24,62,28,43,36,67,76,31,50,31,21,41,51,0,0,0,0,0,42.0,48.5
Baïla Diallo,56,67,0.3,Full Back,France,21,176,Clermont Foot,4-2-3-1,fr Ligue 1,0.104,0,2,2,2,1,73,34,49,55,52,37,36,27,54,51,81,32,31,27,51,51,34,36,36,0,0,0,0,0,58.0,73.0
Joseph N'Duquidi,56,78,0.45,Midfielder,France,17,185,Metz,3-4-3,fr Ligue 1,0.026,1,3,2,1,1,68,44,56,60,56,59,37,59,62,59,59,58,59,48,57,41,55,54,53,0,0,0,0,0,58.0,67.5
Aboubacar Lô,56,66,0.3,Defender,Senegal,22,183,Metz,3-4-3,fr Ligue 1,0.052,1,2,2,1,1,54,32,33,36,59,53,29,55,27,40,68,46,53,21,51,29,31,40,49,0,0,0,0,0,32.5,54.0
Yanis Massolin,56,69,0.35,Midfielder,France,19,197,Clermont Foot,4-2-3-1,fr Ligue 1,0.104,0,3,2,1,1,56,40,59,55,56,61,31,66,58,64,37,62,71,34,59,51,52,47,47,0,0,0,0,0,62.5,56.5
Tom McGill,55,67,0.275,Goalkeeper,England,22,185,Brighton,3-4-3,eng Premier League,0.26,1,2,0,1,1,0,54,59,0,0,53,0,0,0,0,49,44,46,0,0,0,30,0,34,56,54,59,53,57,0.0,0.0
Dexter Lembikisa,55,72,0.3,Full Back,Jamaica,18,177,Wolverhampton Wanderers,3-4-3,eng Premier League,0.104,0,5,2,2,1,77,42,49,55,48,48,41,46,52,54,76,46,44,38,55,50,46,42,44,0,0,0,0,0,48.5,76.5
Antonio Iervolino,55,67,0.3,Midfielder,Italy,19,180,Salernitana,3-5-2,it Serie A,0.104,1,3,2,1,1,55,40,54,57,48,50,36,43,55,59,65,50,47,40,55,47,57,34,49,0,0,0,0,0,60.5,55.0
Joe Hodge,55,72,0.325,Midfielder,Republic of Ireland,19,172,Wolverhampton Wanderers,3-4-3,eng Premier League,0.312,1,2,2,1,2,66,46,54,59,48,57,38,48,55,58,78,56,54,51,67,51,55,53,57,0,0,0,0,0,56.5,66.5
Harry Birtwistle,55,72,0.3,Full Back,Singapore,18,180,Wolverhampton Wanderers,3-4-3,eng Premier League,0.104,1,3,2,2,1,75,50,50,52,49,48,50,44,49,50,67,54,41,48,59,52,46,42,44,0,0,0,0,0,51.0,75.0
Paul Grave,55,69,0.275,Goalkeeper,Germany,21,193,Bochum,4-4-2,de Bundesliga,0.104,1,2,0,1,1,0,56,50,0,0,55,0,0,0,0,24,38,73,0,0,0,30,0,37,55,56,50,55,61,0.0,0.0
Yaya Dukuly,55,69,0.3,Midfielder,Australia,19,176,Reims,4-2-3-1,fr Ligue 1,0.104,0,2,3,2,0,92,41,42,60,26,40,43,31,63,58,61,35,39,44,33,41,45,38,40,0,0,0,0,0,41.5,92.0
Reece Welch,55,75,0.325,Defender,England,18,196,Everton,4-4-2,eng Premier League,0.052,1,3,2,1,1,57,24,30,30,54,64,17,59,22,35,41,39,73,22,58,25,25,36,42,0,0,0,0,0,36.0,56.0
Fabio Torsiello,55,70,0.3,Forward,Italy,17,178,Darmstadt 98,4-4-2,de Bundesliga,0.0338,1,3,2,1,1,64,55,39,56,22,48,59,53,55,57,62,54,49,48,41,58,44,48,45,0,0,0,0,0,40.0,63.5
Nunzio Lella,55,61,0.2,Midfielder,Italy,21,186,Cagliari,3-5-2,it Serie A,0.0312,1,3,2,1,1,63,46,56,61,39,56,47,39,62,65,54,53,66,36,46,45,48,45,60,0,0,0,0,0,65.5,63.5
Tyler Roberts,55,77,0.4,Winger,Jamaica,18,177,Wolverhampton Wanderers,3-4-3,eng Premier League,0.208,1,4,3,2,1,82,53,47,56,31,47,54,37,53,52,76,54,48,51,35,49,46,48,47,0,0,0,0,0,44.5,82.5
Antonis Makatounakis,55,67,0.25,Goalkeeper,Greece,18,186,Darmstadt 98,4-4-2,de Bundesliga,0.026,1,4,0,1,1,0,56,55,0,0,56,0,0,0,0,37,41,51,0,0,0,40,0,31,59,56,55,56,55,0.0,0.0
Nicola Bagnolini,55,73,0.275,Goalkeeper,Italy,18,193,Bologna,4-2-3-1,it Serie A,0.026,1,1,0,1,1,0,57,60,0,0,53,0,0,0,0,41,45,67,0,0,0,32,0,30,52,57,60,53,56,0.0,0.0
Junior Diaz,55,68,0.275,Defender,France,18,183,Nantes,4-2-3-1,fr Ligue 1,0.0494,1,2,2,1,1,64,28,47,45,58,48,22,43,41,49,51,42,48,29,62,21,35,31,35,0,0,0,0,0,54.0,64.0
John Ryan,54,69,0.24,Full Back,Republic of Ireland,18,180,Sassuolo,4-2-3-1,it Serie A,0.052,1,3,2,1,1,64,41,49,53,49,52,46,47,51,53,68,36,48,35,45,52,51,41,51,0,0,0,0,0,47.0,64.5
Maïdine Douane,54,68,0.25,Midfielder,France,19,175,Metz,3-4-3,fr Ligue 1,0.039,1,3,2,1,1,59,47,53,60,27,46,45,34,62,60,69,55,44,47,46,41,54,51,61,0,0,0,0,0,53.0,59.0
Oliver Hammond,54,72,0.275,Midfielder,England,19,179,Nott'ham Forest,4-2-3-1,eng Premier League,0.26,1,2,2,1,1,66,43,50,59,48,60,38,47,61,54,73,58,58,41,59,49,45,41,40,0,0,0,0,0,58.0,66.5
Kyron Gordon,54,71,0.275,Defender,England,20,185,Sheffield United,4-2-3-1,eng Premier League,0.156,1,2,2,1,1,62,30,35,40,54,58,25,52,38,40,52,47,60,24,59,26,25,30,36,0,0,0,0,0,38.0,62.5
Jackson Smith,54,71,0.25,Goalkeeper,England,20,187,Wolverhampton Wanderers,3-4-3,eng Premier League,0.26,1,2,0,1,1,0,54,50,0,0,52,0,0,0,0,46,38,48,0,0,0,24,0,37,54,54,50,52,56,0.0,0.0
Oliwier Zych,54,73,0.24,Goalkeeper,Poland,18,191,Aston Villa,4-3-3,eng Premier League,0.0416,1,3,0,1,1,0,57,56,0,0,49,0,0,0,0,24,42,62,0,0,0,29,0,30,56,57,56,49,54,0.0,0.0
Ed McJannet,54,74,0.3,Midfielder,Republic of Ireland,18,177,Luton Town,4-2-3-1,eng Premier League,0.104,1,2,2,1,1,62,47,50,61,34,43,46,45,61,60,74,58,42,39,40,44,52,51,55,0,0,0,0,0,51.0,62.0
Philipp Sonn,54,73,0.275,Midfielder,Germany,17,165,Darmstadt 98,4-4-2,de Bundesliga,0.026,1,2,2,1,1,61,40,53,59,44,46,33,49,54,56,84,51,38,40,51,54,54,38,50,0,0,0,0,0,60.0,62.0
Giuseppe Ciocci,54,61,0.19,Goalkeeper,Italy,22,193,Cagliari,3-5-2,it Serie A,0.026,1,1,0,1,1,0,50,55,0,0,51,0,0,0,0,23,41,74,0,0,0,36,0,38,61,50,55,51,57,0.0,0.0
Élysée Logbo,53,73,0.25,Forward,France,18,188,Le Havre,3-5-2,fr Ligue 1,0.0286,0,3,2,1,1,62,54,43,59,17,46,58,42,65,52,64,51,48,50,28,47,48,62,42,0,0,0,0,0,43.0,62.5
Steve Ngoura,53,75,0.3,Forward,France,17,185,Le Havre,3-5-2,fr Ligue 1,0.026,1,3,2,1,1,53,54,40,50,18,46,60,55,46,54,57,47,44,49,33,57,49,62,44,0,0,0,0,0,39.5,53.0
Yoni Gomis,53,79,0.35,Defender,France,16,180,Le Havre,3-5-2,fr Ligue 1,0.026,1,3,2,1,1,59,26,32,34,54,56,24,52,24,37,62,33,56,19,49,22,27,36,43,0,0,0,0,0,33.5,59.5
Simon Ebonog,53,77,0.3,Midfielder,France,17,180,Le Havre,3-5-2,fr Ligue 1,0.026,1,3,2,1,1,68,49,49,52,25,40,51,42,52,54,62,55,40,35,28,50,49,53,44,0,0,0,0,0,48.0,68.5
Andrea Sorrentino,53,68,0.19,Goalkeeper,Italy,17,183,Salernitana,3-5-2,it Serie A,0.026,1,2,0,1,1,0,50,49,0,0,51,0,0,0,0,43,37,46,0,0,0,30,0,39,55,50,49,51,58,0.0,0.0
Djamal Moussadek,53,63,0.19,Defender,France,20,185,Le Havre,3-5-2,fr Ligue 1,0.0416,1,2,2,1,1,60,25,29,35,54,61,23,48,28,34,54,35,68,17,45,27,28,34,39,0,0,0,0,0,29.0,60.0
Edoardo Piana,53,63,0.17,Goalkeeper,Italy,18,197,Udinese,3-5-2,it Serie A,0.026,1,1,0,1,1,0,51,51,0,0,52,0,0,0,0,28,38,71,0,0,0,26,0,27,53,51,51,52,54,0.0,0.0
Jack Hinchy,53,68,0.22,Midfielder,England,19,178,Brighton,3-4-3,eng Premier League,0.26,1,3,2,1,1,63,39,53,53,47,52,30,50,55,52,65,55,48,38,60,50,52,45,40,0,0,0,0,0,59.0,63.0
Oliver Arblaster,53,71,0.24,Midfielder,England,18,180,Sheffield United,4-2-3-1,eng Premier League,0.052,0,2,2,1,1,66,40,53,49,44,58,30,48,48,47,66,54,56,42,57,52,52,48,40,0,0,0,0,0,60.5,66.0
Jannik Horz,53,68,0.19,Goalkeeper,Germany,19,193,Eintracht Frankfurt,3-4-2-1,de Bundesliga,0.052,1,3,0,1,1,0,54,51,0,0,51,0,0,0,0,28,38,55,0,0,0,26,0,30,52,54,51,51,57,0.0,0.0
Federico Brancolini,53,65,0.2,Goalkeeper,Italy,20,192,Lecce,4-3-3,it Serie A,0.052,1,1,0,1,1,0,54,60,0,0,55,0,0,0,0,26,45,59,0,0,0,38,0,25,48,54,60,55,51,0.0,0.0
Joe Whitworth,53,76,0.275,Goalkeeper,England,18,183,Crystal Palace,4-3-3,eng Premier League,0.0312,1,2,0,1,1,0,57,56,0,0,42,0,0,0,0,45,42,54,0,0,0,25,0,37,56,57,56,42,59,0.0,0.0
Oliver Tipton,52,67,0.17,Defender,England,18,185,Wolverhampton Wanderers,3-4-3,eng Premier League,0.104,1,3,2,1,1,53,42,39,37,52,55,40,48,31,37,51,55,53,29,59,33,31,65,48,0,0,0,0,0,46.0,52.5
Jordan Amissah,52,66,0.17,Goalkeeper,Germany,20,198,Sheffield United,4-2-3-1,eng Premier League,0.104,1,2,0,1,1,0,54,59,0,0,47,0,0,0,0,32,44,60,0,0,0,34,0,35,59,54,59,47,45,0.0,0.0
Avan Jones,51,66,0.13,Full Back,England,20,184,Luton Town,4-2-3-1,eng Premier League,0.156,1,2,2,1,1,61,23,33,46,47,57,20,45,49,38,60,25,57,21,51,36,29,32,34,0,0,0,0,0,30.0,61.5
Isaac Price,50,73,0.15,Midfielder,Northern Ireland,18,178,Everton,4-4-2,eng Premier League,0.104,1,2,2,1,1,62,45,47,51,42,54,45,47,51,49,68,52,53,42,62,52,42,43,43,0,0,0,0,0,54.5,62.0
Sergi Darder Moll,82,82,30.5,Midfielder,Spain,28,180,RCD Espanyol,4-2-3-1,es La Liga,1.56,1,3,3,1,1,82,74,82,83,74,77,69,60,83,84,75,83,75,78,76,75,84,60,85,0,0,0,0,0,85.5,82.0
Luis Sinisterra,80,86,33.5,Winger,Colombia,23,172,Leeds,4-2-3-1,eng Premier League,2.496,1,4,4,2,2,89,73,72,85,53,63,77,69,87,83,87,72,57,68,56,75,77,55,77,0,0,0,0,0,73.5,89.5
José Luis Sanmartín Mato,80,80,17.0,Forward,Spain,32,192,RCD Espanyol,4-2-3-1,es La Liga,1.404,1,3,3,2,1,63,81,69,73,31,76,83,90,76,80,32,83,83,75,67,83,72,87,68,0,0,0,0,0,68.0,63.0
Sergio Asenjo Andrés,79,79,5.5,Goalkeeper,Spain,33,189,Real Valladolid,4-3-3,es La Liga,1.092,1,3,0,1,1,0,77,78,0,0,77,0,0,0,0,58,59,73,0,0,0,46,0,64,80,77,78,77,78,0.0,0.0
Javier Puado Díaz,78,83,21.0,Midfielder,Spain,24,177,RCD Espanyol,4-2-3-1,es La Liga,0.988,1,4,4,2,2,84,75,70,78,51,76,76,76,77,79,80,76,75,74,66,76,69,74,75,0,0,0,0,0,70.5,84.0
Patrick Bamford,78,78,14.5,Forward,England,28,185,Leeds,4-2-3-1,eng Premier League,2.496,0,3,3,2,2,82,78,68,73,42,77,82,75,70,78,66,80,76,69,65,83,74,74,77,0,0,0,0,0,68.0,81.0
Benjamin Lecomte,77,77,5.5,Goalkeeper,France,31,186,RCD Espanyol,4-2-3-1,es La Liga,1.82,0,3,0,1,1,0,74,78,0,0,76,0,0,0,0,30,59,68,0,0,0,41,0,63,76,74,78,76,76,0.0,0.0
Rodrigo Moreno Machado,77,77,8.5,Midfielder,Spain,31,182,Leeds,4-2-3-1,eng Premier League,2.08,0,3,4,2,1,77,77,76,78,45,69,75,76,79,79,74,84,67,76,64,77,78,77,78,0,0,0,0,0,72.0,77.0
Jack Harrison,77,80,14.0,Midfielder,England,25,175,Leeds,4-2-3-1,eng Premier League,1.976,0,3,4,2,2,80,72,71,79,49,69,72,45,79,78,81,78,64,68,65,76,75,64,73,0,0,0,0,0,67.0,80.5
Rasmus Kristensen,77,82,15.0,Full Back,Denmark,24,187,Leeds,4-2-3-1,eng Premier League,1.612,1,4,3,2,2,80,67,71,72,73,82,64,73,72,71,69,75,78,66,78,70,68,62,72,0,0,0,0,0,72.0,79.5
Adrià Giner Pedrosa,77,83,15.5,Full Back,Spain,24,176,RCD Espanyol,4-2-3-1,es La Liga,0.832,0,3,3,2,2,90,60,69,78,70,73,61,61,81,75,77,63,64,58,78,70,68,45,73,0,0,0,0,0,69.0,90.0
Gonzalo Plata,77,86,23.5,Midfielder,Ecuador,21,178,Real Valladolid,4-3-3,es La Liga,0.936,0,3,4,2,0,88,69,70,82,43,64,68,44,82,82,82,71,68,67,61,75,73,60,77,0,0,0,0,0,66.5,88.5
Zouhair Feddal,77,77,7.0,Defender,Morocco,32,191,Real Valladolid,4-3-3,es La Liga,1.144,0,2,2,1,1,60,50,61,60,78,77,40,79,58,68,34,67,80,56,84,52,47,48,68,0,0,0,0,0,72.0,59.5
Illan Meslier,77,84,18.5,Goalkeeper,France,22,196,Leeds,4-2-3-1,eng Premier League,1.3,0,3,0,1,1,0,76,73,0,0,72,0,0,0,0,25,55,53,0,0,0,61,0,69,79,76,73,72,81,0.0,0.0
Tyler Adams,76,80,10.0,Midfielder,United States,23,175,Leeds,4-2-3-1,eng Premier League,1.508,1,3,3,2,2,80,48,69,73,73,76,48,65,70,72,85,51,68,46,79,65,72,51,76,0,0,0,0,0,76.5,80.5
Diego Javier Llorente Ríos,76,77,7.0,Defender,Spain,28,186,Leeds,4-2-3-1,eng Premier League,1.872,1,3,2,1,2,67,40,63,68,75,78,39,74,65,76,62,45,79,37,86,43,60,53,70,0,0,0,0,0,73.5,67.0
Robert Kenedy Nunes do Nascimento,76,77,9.0,Midfielder,Brazil,26,182,Real Valladolid,4-3-3,es La Liga,1.196,0,2,4,2,2,77,71,74,78,60,62,69,65,81,78,69,79,65,69,51,76,74,68,76,0,0,0,0,0,71.0,77.5
Martin Braithwaite,76,76,6.5,Forward,Denmark,31,177,RCD Espanyol,4-2-3-1,es La Liga,1.092,1,4,4,1,1,79,76,72,78,35,74,77,67,78,80,69,77,75,71,68,77,74,73,76,0,0,0,0,0,70.0,79.0
Roque Mesa Quevedo,76,76,4.6,Midfielder,Spain,33,172,Real Valladolid,4-3-3,es La Liga,1.196,1,3,3,1,2,67,67,76,75,67,80,68,32,73,75,86,66,82,70,81,73,76,75,82,0,0,0,0,0,79.5,67.5
Liam Cooper,76,76,6.0,Defender,Scotland,30,187,Leeds,4-2-3-1,eng Premier League,1.768,0,2,2,0,2,49,35,56,58,77,77,26,74,53,62,61,52,80,38,79,39,47,34,68,0,0,0,0,0,68.5,48.5
