,player,nation,position,team,formation,team_shots_per_game,team_possession,team_pass,team_aerials_won,league,age,matches,starts,minutes,goals,assists,goals_assists,penalty_goals,yellow_cards,red_cards,expected_goals,expected_assists,progressive_carries,progressive_passes,progressive_runs,goals_90min,assists_90min,goals_assists_90min
2540,Dominik Szoboszlai,hu HUN,Midfielder,Liverpool,4-3-3,16.0,59.0,85.7,14.3,eng Premier League,22,33,25,2104,3,2,5,0,1,0,3.7,5.8,75.0,152.0,160.0,0.13,0.09,0.21
2541,Przemysław Szymiński,pl POL,Midfielder,Frosinone,3-5-2,11.1,40.0,75.7,14.1,it Serie A,29,1,0,9,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2542,Alexander Sørloth,no NOR,Forward,Villarreal,4-4-2,10.7,54.3,84.4,13.0,es La Liga,27,34,30,2489,23,6,29,0,3,0,12.3,4.4,48.0,40.0,159.0,0.83,0.22,1.05
2543,Musa Al-Taamari,jo JOR,Forward,Montpellier,4-3-3,12.2,46.4,78.8,17.9,fr Ligue 1,26,27,24,1928,5,2,7,0,0,0,3.6,3.5,81.0,54.0,168.0,0.23,0.09,0.33
2544,Nicolás Tagliafico,ar ARG,Defender,Lyon,4-3-3,16.1,53.6,84.7,14.3,fr Ligue 1,30,25,25,2123,3,1,4,0,7,1,2.6,1.0,32.0,105.0,119.0,0.13,0.04,0.17
2545,Jonathan Tah,de GER,Defender,Bayer Leverkusen,4-2-3-1,13.0,57.3,84.4,13.1,de Bundesliga,27,31,30,2631,4,1,5,0,6,0,2.1,0.3,17.0,133.0,4.0,0.14,0.03,0.17
2546,Montassar Talbi,tn TUN,Defender,Lorient,4-3-3,11.2,45.9,78.8,13.7,fr Ligue 1,25,25,25,2204,0,0,0,0,2,0,0.6,0.2,15.0,88.0,7.0,0.0,0.0,0.0
2547,Yassin Tallal,es ESP,Forward,Getafe,5-3-2,9.5,44.4,66.5,22.8,es La Liga,18,1,0,3,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2548,Adrien Tameze,cm CMR,Defender,Torino,3-4-2-1,12.2,48.0,80.5,16.1,it Serie A,29,29,25,2146,0,2,2,0,6,1,0.7,2.2,22.0,90.0,39.0,0.0,0.08,0.08
2549,Renato Tapia,pe PER,Midfielder,Celta Vigo,3-4-3,9.4,52.0,79.9,16.5,es La Liga,28,21,15,1337,0,0,0,0,5,1,1.0,0.6,9.0,61.0,14.0,0.0,0.0,0.0
2550,Edmond Tapsoba,bf BFA,Defender,Bayer Leverkusen,4-2-3-1,13.0,57.3,84.4,13.1,de Bundesliga,24,28,23,2087,0,1,1,0,4,0,1.0,1.0,49.0,164.0,12.0,0.0,0.04,0.04
2551,Matt Targett,eng ENG,Defender,Newcastle United,4-3-3,10.4,41.6,76.0,17.1,eng Premier League,27,3,1,78,0,0,0,0,1,0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2552,Oussama Targhalline,ma MAR,Midfielder,Le Havre,3-5-2,7.1,41.7,81.0,12.8,fr Ligue 1,21,14,12,1025,0,0,0,0,4,1,0.2,0.4,27.0,70.0,15.0,0.0,0.0,0.0
2553,James Tarkowski,eng ENG,Defender,Everton,4-4-2,10.5,47.3,81.4,17.7,eng Premier League,30,38,38,3419,1,1,2,0,11,0,2.6,2.5,15.0,130.0,20.0,0.03,0.03,0.05
2554,César Tárrega,es ESP,Defender,Valencia,4-4-2,10.3,47.9,79.4,16.3,es La Liga,21,1,0,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2555,Jimi Tauriainen,eng ENG,Forward,Chelsea,3-4-3,14.6,58.6,87.0,15.2,eng Premier League,19,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2556,Nuno Tavares,pt POR,Defender,Nott'ham Forest,4-2-3-1,11.1,41.6,78.3,15.2,eng Premier League,23,8,5,457,0,0,0,0,2,0,0.2,0.5,14.0,24.0,12.0,0.0,0.0,0.0
2557,Marcus Tavernier,eng ENG,Forward,Bournemouth,4-2-3-1,13.0,46.0,79.1,15.6,eng Premier League,24,30,25,2118,3,4,7,0,3,0,3.9,5.2,79.0,84.0,171.0,0.13,0.17,0.3
2558,Elayis Tavsan,nl NED,Midfielder,Hellas Verona,3-4-3,10.6,49.6,76.3,20.6,it Serie A,22,3,0,50,0,0,0,0,0,0,0.1,0.0,2.0,2.0,1.0,0.0,0.0,0.0
2559,Charlie Taylor,eng ENG,Defender,Burnley,4-4-2,10.1,43.5,71.6,23.4,eng Premier League,29,28,25,2331,1,1,2,0,8,0,0.2,1.2,36.0,82.0,81.0,0.04,0.04,0.08
2560,Marciano Tchami,gw GNB,Forward,Almería,4-4-2,8.1,44.1,77.1,13.8,es La Liga,19,6,0,43,0,0,0,0,0,0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0
2561,Loum Tchaouna,fr FRA,Forward,Salernitana,3-5-2,8.1,47.1,78.3,15.6,it Serie A,19,33,23,2100,4,3,7,0,4,0,2.6,1.5,72.0,59.0,151.0,0.17,0.13,0.3
2562,Jackson Tchatchoua,cm CMR,Defender,Hellas Verona,3-4-3,10.6,49.6,76.3,20.6,it Serie A,21,26,19,1725,0,2,2,0,2,0,0.0,1.3,34.0,53.0,66.0,0.0,0.1,0.1
2563,Enzo Tchato,cm CMR,Defender,Montpellier,4-3-3,12.2,46.4,78.8,17.9,fr Ligue 1,20,17,11,1125,0,0,0,0,2,0,0.3,0.3,26.0,46.0,57.0,0.0,0.0,0.0
2564,Aurélien Tchouaméni,fr FRA,Midfielder,Real Madrid,4-3-3,14.4,57.7,87.7,11.8,es La Liga,23,27,22,1987,3,1,4,0,7,0,1.3,0.9,28.0,111.0,15.0,0.14,0.05,0.18
2565,Mathys Tel,fr FRA,Forward,Bayern Munich,4-2-3-1,17.1,58.1,85.5,12.9,de Bundesliga,18,30,6,1050,7,5,12,0,2,0,3.7,2.3,45.0,27.0,122.0,0.6,0.43,1.03
2566,Nathan Tella,ng NGA,Defender,Bayer Leverkusen,4-2-3-1,13.0,57.3,84.4,13.1,de Bundesliga,24,24,8,819,5,2,7,0,2,0,3.5,3.2,35.0,28.0,114.0,0.55,0.22,0.77
2567,Nahuel Tenaglia,ar ARG,Defender,Deportivo Alaves,4-4-2,9.1,44.6,72.9,22.6,es La Liga,27,25,11,1141,1,0,1,0,5,0,0.6,0.5,17.0,45.0,24.0,0.08,0.0,0.08
2568,Arnau Tenas,es ESP,Goalkeeper,Paris Saint-Germain,4-3-3,15.0,60.1,89.5,9.5,fr Ligue 1,22,6,5,529,0,1,1,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.17,0.17
2569,Marc-André ter Stegen,de GER,Goalkeeper,Barcelona,4-3-3,15.3,62.4,89.7,10.6,es La Liga,31,28,28,2520,0,0,0,0,3,0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0
2571,Filippo Terracciano,it ITA,Defender,AC Milan,4-2-3-1,14.7,51.4,84.0,15.2,it Serie A,20,3,1,76,0,0,0,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2572,Pietro Terracciano,it ITA,Goalkeeper,Fiorentina,4-3-3,9.8,46.8,81.0,14.2,it Serie A,33,33,33,2970,0,0,0,0,3,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
2573,Ramón Terrats,es ESP,Midfielder,Villarreal,4-4-2,10.7,54.3,84.4,13.0,es La Liga,22,19,6,785,0,2,2,0,4,0,0.4,1.6,19.0,38.0,54.0,0.0,0.23,0.23
2574,Martin Terrier,fr FRA,Forward,Rennes,4-2-3-1,13.5,56.8,85.6,16.9,fr Ligue 1,26,24,19,1527,7,3,10,0,2,1,5.2,2.6,28.0,58.0,112.0,0.41,0.18,0.59
2575,Kenny Tete,nl NED,Defender,Fulham,4-2-3-1,11.6,50.0,81.2,17.2,eng Premier League,27,14,10,867,1,0,1,0,2,0,0.9,0.4,20.0,54.0,38.0,0.1,0.0,0.1
2576,Benjamin Tetteh,gh GHA,Forward,Metz,3-4-3,11.5,46.9,79.8,16.1,fr Ligue 1,26,12,1,278,0,0,0,0,2,0,0.3,0.1,3.0,6.0,13.0,0.0,0.0,0.0
2577,Teddy Teuma,mt MLT,Midfielder,Reims,4-2-3-1,9.6,46.3,80.7,13.4,fr Ligue 1,29,28,25,2113,6,3,9,1,7,0,3.1,3.7,29.0,157.0,112.0,0.26,0.13,0.38
2578,Florian Thauvin,fr FRA,Forward,Udinese,3-5-2,10.9,47.2,82.5,13.1,it Serie A,30,29,19,1710,5,3,8,1,4,0,4.7,4.2,71.0,69.0,97.0,0.26,0.16,0.42
2579,Arthur Theate,be BEL,Defender,Rennes,4-2-3-1,13.5,56.8,85.6,16.9,fr Ligue 1,23,28,27,2296,2,0,2,0,4,0,1.9,0.8,33.0,151.0,24.0,0.08,0.0,0.08
2580,Norman Theuerkauf,de GER,Midfielder,Heidenheim,4-4-2,6.0,42.5,76.3,17.0,de Bundesliga,36,25,14,1259,0,1,1,0,3,0,0.4,0.8,15.0,46.0,17.0,0.0,0.07,0.07
2581,Malick Thiaw,de GER,Defender,AC Milan,4-2-3-1,14.7,51.4,84.0,15.2,it Serie A,21,21,19,1619,0,1,1,0,5,1,0.6,0.1,15.0,70.0,1.0,0.0,0.06,0.06
2582,Jan Thielmann,de GER,Forward,FC Koln,4-2-3-1,10.6,47.1,77.3,18.5,de Bundesliga,21,22,20,1579,1,0,1,0,4,1,2.3,1.1,46.0,51.0,69.0,0.06,0.0,0.06
2583,Denis Thomalla,de GER,Midfielder,Heidenheim,4-4-2,6.0,42.5,76.3,17.0,de Bundesliga,30,21,3,446,0,0,0,0,0,0,0.3,0.4,3.0,22.0,19.0,0.0,0.0,0.0
2584,Luke Thomas,eng ENG,Defender,Sheffield United,4-2-3-1,8.5,43.0,76.9,19.1,eng Premier League,22,12,11,917,0,0,0,0,3,0,0.5,0.1,8.0,33.0,22.0,0.0,0.0,0.0
2585,Adrien Thomasson,fr FRA,Midfielder,Lens,3-4-2-1,11.7,51.1,81.8,17.4,fr Ligue 1,29,29,13,1193,1,2,3,0,2,1,3.8,3.9,20.0,68.0,121.0,0.08,0.15,0.23
2586,Morten Thorsby,no NOR,Midfielder,Genoa,3-5-2,9.0,46.1,79.7,13.7,it Serie A,27,24,9,1157,2,2,4,0,2,0,1.8,1.4,6.0,28.0,39.0,0.16,0.16,0.31
2587,Kristian Thorstvedt,no NOR,Midfielder,Sassuolo,4-2-3-1,13.9,58.2,87.8,10.9,it Serie A,24,34,30,2397,6,1,7,0,7,0,4.4,1.6,30.0,130.0,94.0,0.23,0.04,0.26
2588,Khéphren Thuram,fr FRA,Midfielder,Nice,4-4-2,10.8,53.4,85.6,10.5,fr Ligue 1,22,27,25,2108,1,1,2,0,7,0,3.4,3.7,67.0,104.0,57.0,0.04,0.04,0.09
2589,Marcus Thuram,fr FRA,Forward,Inter,3-5-2,14.5,52.0,87.0,11.8,it Serie A,25,35,34,2687,13,7,20,0,3,0,14.3,3.7,68.0,47.0,192.0,0.44,0.23,0.67
2590,Cheikh Tidiane Sabaly,sn SEN,Forward,Metz,3-4-3,11.5,46.9,79.8,16.1,fr Ligue 1,24,29,17,1379,3,1,4,0,4,0,2.7,1.2,37.0,36.0,75.0,0.2,0.07,0.26
2591,Youri Tielemans,be BEL,Midfielder,Aston Villa,4-3-3,13.7,49.1,78.6,19.4,eng Premier League,26,32,17,1622,2,6,8,0,3,0,1.3,2.6,23.0,128.0,46.0,0.11,0.33,0.44
2592,Kieran Tierney,sct SCO,Defender,Real Sociedad,4-3-3,11.3,53.7,80.8,17.9,es La Liga,26,20,14,1238,0,2,2,0,1,0,0.2,0.6,22.0,77.0,39.0,0.0,0.15,0.15
2593,Phillip Tietz,de GER,Forward,Augsburg,4-4-2,9.9,44.0,73.6,16.8,de Bundesliga,26,34,31,2382,8,4,12,0,1,0,8.2,2.6,19.0,51.0,115.0,0.3,0.15,0.45
2594,Steffen Tigges,de GER,Forward,FC Koln,4-2-3-1,10.6,47.1,77.3,18.5,de Bundesliga,25,25,6,727,3,0,3,0,0,0,2.6,1.6,9.0,10.0,48.0,0.37,0.0,0.37
2595,Antonio Tikvić,hr CRO,Defender,Udinese,3-5-2,10.9,47.2,82.5,13.1,it Serie A,19,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2596,Jurriën Timber,nl NED,Defender,Arsenal,4-2-3-1,12.1,52.7,85.0,13.5,eng Premier League,22,2,1,71,0,0,0,0,2,0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0
2597,Jean-Clair Todibo,fr FRA,Defender,Nice,4-4-2,10.8,53.4,85.6,10.5,fr Ligue 1,23,30,30,2651,0,2,2,0,2,1,0.6,1.6,32.0,150.0,11.0,0.0,0.07,0.07
2598,Harry Toffolo,eng ENG,Defender,Nott'ham Forest,4-2-3-1,11.1,41.6,78.3,15.2,eng Premier League,27,23,15,1459,1,3,4,0,3,0,1.6,1.5,10.0,42.0,34.0,0.06,0.19,0.25
2599,Umut Tohumcu,de GER,Midfielder,Hoffenheim,3-5-2,12.6,50.8,80.7,15.7,de Bundesliga,18,20,12,1011,0,2,2,0,5,0,0.5,1.1,18.0,46.0,27.0,0.0,0.18,0.18
2600,Corentin Tolisso,fr FRA,Midfielder,Lyon,4-3-3,16.1,53.6,84.7,14.3,fr Ligue 1,28,25,21,1741,2,1,3,1,5,0,3.2,1.8,30.0,153.0,67.0,0.1,0.05,0.16
2601,Jeremy Toljan,de GER,Defender,Sassuolo,4-2-3-1,13.9,58.2,87.8,10.9,it Serie A,28,25,24,2083,0,5,5,0,1,0,0.6,1.6,35.0,79.0,85.0,0.0,0.22,0.22
2602,Rafael Tolói,it ITA,Defender,Atalanta,3-4-2-1,16.3,53.5,83.5,16.8,it Serie A,32,18,10,965,0,0,0,0,6,1,0.1,0.1,8.0,53.0,10.0,0.0,0.0,0.0
2603,Raúl de Tomás,es ESP,Forward,Rayo Vallecano,4-4-2,9.0,48.1,77.9,12.3,es La Liga,28,25,15,1272,1,2,3,1,5,0,3.4,1.3,11.0,23.0,73.0,0.07,0.14,0.21
2604,Tiago Tomás,pt POR,Forward,Wolfsburg,4-2-3-1,14.1,51.0,78.0,16.9,de Bundesliga,21,26,11,1032,1,1,2,0,3,0,2.7,0.8,21.0,17.0,112.0,0.09,0.09,0.17
2605,Takehiro Tomiyasu,jp JPN,Defender,Arsenal,4-2-3-1,12.1,52.7,85.0,13.5,eng Premier League,24,22,10,1149,2,1,3,0,2,1,1.5,0.4,17.0,72.0,37.0,0.16,0.08,0.23
2606,James Tomkins,eng ENG,Defender,Crystal Palace,4-3-3,9.2,42.9,76.1,18.3,eng Premier League,34,4,0,10,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2607,Fikayo Tomori,eng ENG,Defender,AC Milan,4-2-3-1,14.7,51.4,84.0,15.2,it Serie A,25,26,24,2121,4,0,4,0,8,1,3.7,0.2,16.0,63.0,2.0,0.17,0.0,0.17
2608,Sandro Tonali,it ITA,Midfielder,Newcastle United,4-3-3,10.4,41.6,76.0,17.1,eng Premier League,23,8,5,438,1,0,1,0,2,0,0.7,0.6,11.0,19.0,21.0,0.21,0.0,0.21
2609,Ivan Toney,eng ENG,Forward,Brentford,4-3-3,7.1,47.3,81.3,16.6,eng Premier League,27,17,16,1450,4,2,6,0,5,0,6.0,1.5,23.0,40.0,98.0,0.25,0.12,0.37
2610,Pablo Torre,es ESP,Midfielder,Girona,3-5-2,6.8,58.9,88.7,8.6,es La Liga,20,26,4,701,0,2,2,0,1,0,0.8,0.9,25.0,65.0,40.0,0.0,0.26,0.26
2611,Raúl Torrente,es ESP,Defender,Granada,4-3-3,9.4,43.4,70.0,18.3,es La Liga,21,17,14,1250,0,0,0,0,4,0,0.2,0.4,4.0,33.0,2.0,0.0,0.0,0.0
2612,Ferrán Torres,es ESP,Forward,Barcelona,4-3-3,15.3,62.4,89.7,10.6,es La Liga,23,29,12,1211,7,2,9,0,2,0,5.5,2.7,30.0,44.0,113.0,0.52,0.15,0.67
2613,Óliver Torres,es ESP,Midfielder,Sevilla,4-3-3,12.1,58.7,86.2,16.6,es La Liga,28,27,18,1616,0,1,1,0,3,0,0.5,2.2,40.0,96.0,110.0,0.0,0.06,0.06
2614,Pau Torres,es ESP,Defender,Aston Villa,4-3-3,13.7,49.1,78.6,19.4,eng Premier League,26,29,27,2464,2,0,2,0,1,0,1.0,0.4,42.0,128.0,16.0,0.07,0.0,0.07
2615,Lucas Torró,es ESP,Midfielder,Osasuna,4-4-2,9.8,44.6,70.2,26.8,es La Liga,29,28,21,1788,1,0,1,0,5,0,1.5,0.6,3.0,60.0,15.0,0.05,0.0,0.05
2616,Fabio Torsiello,it ITA,Forward,Darmstadt 98,4-4-2,5.0,45.8,77.3,14.1,de Bundesliga,18,10,1,156,0,0,0,0,0,0,0.3,0.0,2.0,4.0,8.0,0.0,0.0,0.0
2617,Ahmed Touba,dz ALG,Defender,Lecce,4-3-3,9.7,43.7,79.9,16.8,it Serie A,25,6,3,277,0,0,0,0,1,0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
2618,Abdoulaye Touré,gn GUI,Midfielder,Le Havre,3-5-2,7.1,41.7,81.0,12.8,fr Ligue 1,29,30,27,2284,2,0,2,2,4,0,3.0,0.9,22.0,148.0,25.0,0.08,0.0,0.08
2619,Souleymane Touré,fr FRA,Defender,Lorient,4-3-3,11.2,45.9,78.8,13.7,fr Ligue 1,20,24,23,2051,1,1,2,0,6,0,1.7,0.4,24.0,73.0,25.0,0.04,0.04,0.09
2620,Lucas Tousart,fr FRA,Midfielder,Union Berlin,3-5-2,11.7,45.9,76.2,17.6,de Bundesliga,26,23,18,1572,0,0,0,0,5,0,1.5,0.9,15.0,51.0,33.0,0.0,0.0,0.0
2621,Andros Townsend,eng ENG,Midfielder,Luton Town,4-2-3-1,11.4,45.6,78.1,15.6,eng Premier League,32,27,14,1210,1,3,4,0,1,0,1.2,1.3,47.0,35.0,71.0,0.07,0.22,0.3
2622,James Trafford,eng ENG,Goalkeeper,Burnley,4-4-2,10.1,43.5,71.6,23.4,eng Premier League,20,28,28,2520,0,0,0,0,2,0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
2623,Adama Traoré,es ESP,Forward,Fulham,4-2-3-1,11.6,50.0,81.2,17.2,eng Premier League,27,17,1,377,2,3,5,0,2,0,1.5,0.7,29.0,16.0,48.0,0.48,0.72,1.19
2625,Bertrand Traoré,bf BFA,Midfielder,Villarreal,4-4-2,10.7,54.3,84.4,13.0,es La Liga,27,11,6,568,1,0,1,0,4,0,0.9,0.4,29.0,30.0,63.0,0.16,0.0,0.16
2626,Boubacar Traoré,ml MLI,Midfielder,Wolverhampton Wanderers,3-4-3,12.2,49.7,83.2,15.3,eng Premier League,21,24,7,819,0,0,0,0,4,0,0.3,0.4,9.0,29.0,15.0,0.0,0.0,0.0
2627,Chaka Traorè,ci CIV,Forward,AC Milan,4-2-3-1,14.7,51.4,84.0,15.2,it Serie A,18,2,0,20,1,0,1,0,0,0,0.1,0.0,2.0,0.0,2.0,4.5,0.0,4.5
2628,Daouda Traoré,fr FRA,Midfielder,Nice,4-4-2,10.8,53.4,85.6,10.5,fr Ligue 1,17,1,0,16,0,0,0,0,0,0,0.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2629,Hamari Traoré,ml MLI,Defender,Real Sociedad,4-3-3,11.3,53.7,80.8,17.9,es La Liga,31,31,27,2292,0,2,2,0,7,0,0.5,1.5,49.0,129.0,83.0,0.0,0.08,0.08
2630,Ismaël Traoré,ci CIV,Defender,Metz,3-4-3,11.5,46.9,79.8,16.1,fr Ligue 1,36,26,25,2220,2,0,2,0,2,0,0.8,0.2,1.0,32.0,1.0,0.08,0.0,0.08
2631,Omar Traoré,de GER,Defender,Heidenheim,4-4-2,6.0,42.5,76.3,17.0,de Bundesliga,25,31,29,2472,0,2,2,0,5,0,0.3,1.3,61.0,78.0,91.0,0.0,0.07,0.07
2632,Kevin Trapp,de GER,Goalkeeper,Eintracht Frankfurt,3-4-2-1,13.2,52.4,79.6,17.9,de Bundesliga,33,32,32,2880,0,0,0,0,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2633,Mark Travers,ie IRL,Goalkeeper,Bournemouth,4-2-3-1,13.0,46.0,79.1,15.6,eng Premier League,24,4,4,360,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2634,Óscar Trejo,ar ARG,Forward,Rayo Vallecano,4-4-2,9.0,48.1,77.9,12.3,es La Liga,35,31,19,1380,0,0,0,0,4,1,0.9,1.3,28.0,124.0,81.0,0.0,0.0,0.0
2635,Mike Trésor,be BEL,Forward,Burnley,4-4-2,10.1,43.5,71.6,23.4,eng Premier League,24,16,3,420,0,0,0,0,0,0,0.5,0.4,15.0,10.0,31.0,0.0,0.0,0.0
2636,Manu Trigueros,es ESP,Midfielder,Villarreal,4-4-2,10.7,54.3,84.4,13.0,es La Liga,31,14,2,309,0,0,0,0,0,0,0.5,0.2,7.0,20.0,13.0,0.0,0.0,0.0
2637,Christopher Trimmel,at AUT,Defender,Union Berlin,3-5-2,11.7,45.9,76.2,17.6,de Bundesliga,36,26,19,1646,0,2,2,0,2,1,0.6,2.1,23.0,86.0,65.0,0.0,0.11,0.11
2638,Kieran Trippier,eng ENG,Defender,Newcastle United,4-3-3,10.4,41.6,76.0,17.1,eng Premier League,32,28,26,2236,1,10,11,0,5,0,0.7,7.5,34.0,157.0,128.0,0.04,0.4,0.44
2639,Leandro Trossard,be BEL,Forward,Arsenal,4-2-3-1,12.1,52.7,85.0,13.5,eng Premier League,28,34,18,1649,12,1,13,0,2,0,7.9,2.8,66.0,76.0,155.0,0.65,0.05,0.71
2640,Adrien Truffert,fr FRA,Defender,Rennes,4-2-3-1,13.5,56.8,85.6,16.9,fr Ligue 1,21,30,24,2145,1,2,3,0,6,0,1.7,1.8,51.0,98.0,181.0,0.04,0.08,0.13
2641,Auston Trusty,us USA,Defender,Sheffield United,4-2-3-1,8.5,43.0,76.9,19.1,eng Premier League,24,32,28,2572,0,0,0,0,4,0,0.4,1.1,10.0,40.0,15.0,0.0,0.0,0.0
2642,Kostas Tsimikas,gr GRE,Defender,Liverpool,4-3-3,16.0,59.0,85.7,14.3,eng Premier League,27,13,8,679,0,3,3,0,0,0,0.1,1.0,24.0,31.0,73.0,0.0,0.4,0.4
2643,Viktor Tsyhankov,ua UKR,Midfielder,Girona,3-5-2,6.8,58.9,88.7,8.6,es La Liga,25,30,26,2052,8,7,15,0,0,0,6.2,5.9,65.0,89.0,226.0,0.35,0.31,0.66
2644,Stefano Turati,it ITA,Goalkeeper,Frosinone,3-5-2,11.1,40.0,75.7,14.1,it Serie A,21,31,31,2745,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2645,Matt Turner,us USA,Goalkeeper,Nott'ham Forest,4-2-3-1,11.1,41.6,78.3,15.2,eng Premier League,29,17,17,1530,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2646,Beñat Turrientes,es ESP,Midfielder,Real Sociedad,4-3-3,11.3,53.7,80.8,17.9,es La Liga,21,29,19,1687,0,1,1,0,4,0,1.2,0.5,26.0,51.0,31.0,0.0,0.05,0.05
2647,Tuta,br BRA,Defender,Eintracht Frankfurt,3-4-2-1,13.2,52.4,79.6,17.9,de Bundesliga,24,30,30,2600,1,2,3,0,3,2,1.4,2.1,22.0,138.0,46.0,0.03,0.07,0.1
2648,Destiny Udogie,it ITA,Defender,Tottenham,3-4-2-1,11.7,51.3,81.8,16.4,eng Premier League,20,28,28,2391,2,3,5,0,7,1,2.4,2.2,83.0,155.0,138.0,0.08,0.11,0.19
2649,Matthieu Udol,fr FRA,Defender,Metz,3-4-3,11.5,46.9,79.8,16.1,fr Ligue 1,27,30,30,2700,3,3,6,0,5,0,1.4,3.1,46.0,98.0,86.0,0.1,0.1,0.2
2650,Manuel Ugarte Ribeiro,uy URU,Midfielder,Paris Saint-Germain,4-3-3,15.0,60.1,89.5,9.5,fr Ligue 1,22,25,21,1932,0,2,2,0,5,0,0.6,0.9,16.0,87.0,24.0,0.0,0.09,0.09
2651,Lesley Ugochukwu,fr FRA,Midfielder,Chelsea,3-4-3,14.6,58.6,87.0,15.2,eng Premier League,19,12,3,301,0,0,0,0,2,0,0.0,0.1,8.0,17.0,3.0,0.0,0.0,0.0
2652,Lukas Ullrich,de GER,Defender,Borussia M.Gladbach,4-2-3-1,13.4,51.5,82.0,15.3,de Bundesliga,19,4,0,47,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
2653,Sven Ulreich,de GER,Goalkeeper,Bayern Munich,4-2-3-1,17.1,58.1,85.5,12.9,de Bundesliga,34,11,11,990,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2654,Samuel Umtiti,fr FRA,Defender,Lille,4-4-2,12.8,52.6,83.5,15.8,fr Ligue 1,29,6,2,185,0,0,0,0,0,0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
2656,Enes Ünal,tr TUR,Forward,Getafe,5-3-2,9.5,44.4,66.5,22.8,es La Liga,26,3,1,140,0,1,1,0,0,0,0.1,0.4,2.0,1.0,7.0,0.0,0.64,0.64
2657,Deniz Undav,de GER,Forward,VfB Stuttgart,3-4-2-1,13.4,51.5,81.1,16.3,de Bundesliga,27,30,23,2089,18,10,28,0,5,0,15.0,6.5,45.0,120.0,182.0,0.78,0.43,1.21
2658,Dayot Upamecano,fr FRA,Defender,Bayern Munich,4-2-3-1,17.1,58.1,85.5,12.9,de Bundesliga,24,25,19,1762,1,0,1,0,3,1,1.7,0.5,28.0,137.0,10.0,0.05,0.0,0.05
2659,Kacper Urbanski,pl POL,Midfielder,Bologna,4-2-3-1,13.1,50.7,81.5,15.1,it Serie A,18,22,9,926,0,1,1,0,2,0,1.1,0.8,25.0,31.0,78.0,0.0,0.1,0.1
2660,Mark Uth,de GER,Midfielder,FC Koln,4-2-3-1,10.6,47.1,77.3,18.5,de Bundesliga,31,11,3,373,0,1,1,0,2,0,2.0,1.4,12.0,13.0,29.0,0.0,0.24,0.24
2661,Myrto Uzuni,al ALB,Forward,Granada,4-3-3,9.4,43.4,70.0,18.3,es La Liga,28,34,28,2448,11,1,12,4,3,0,12.9,2.6,21.0,18.0,90.0,0.4,0.04,0.44
2662,Josha Vagnoman,de GER,Defender,VfB Stuttgart,3-4-2-1,13.4,51.5,81.1,16.3,de Bundesliga,22,18,12,1183,2,2,4,0,2,0,1.3,1.3,19.0,33.0,67.0,0.15,0.15,0.3
2663,Óscar Valentín,es ESP,Midfielder,Rayo Vallecano,4-4-2,9.0,48.1,77.9,12.3,es La Liga,28,34,32,2692,1,0,1,0,7,1,1.7,0.6,24.0,132.0,11.0,0.03,0.0,0.03
2664,Emanuele Valeri,it ITA,Defender,Frosinone,3-5-2,11.1,40.0,75.7,14.1,it Serie A,24,16,14,1178,0,1,1,0,3,0,0.9,2.4,38.0,41.0,61.0,0.0,0.08,0.08
2665,Martin Valjent,sk SVK,Defender,Mallorca,4-4-2,8.0,45.7,80.2,18.0,es La Liga,27,28,28,2349,0,1,1,0,5,0,0.3,0.9,22.0,61.0,27.0,0.0,0.04,0.04
2666,Jesús Vallejo,es ESP,Defender,Granada,4-3-3,9.4,43.4,70.0,18.3,es La Liga,26,3,1,108,0,0,0,0,1,0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
